Distrito,N° de Escuela,Matrícula Total,1° año - Alumnos,1° año - Sobreedad,1° año - Permanencia,1° año - Aprobados,2° año - Alumnos,2° año - Sobreedad,2° año - Permanencia,2° año - Aprobados,3° año - Alumnos,3° año - Sobreedad,3° año - Permanencia,3° año - Aprobados,4° año - Alumnos,4° año - Sobreedad,4° año - Permanencia,4° año - Aprobados,5° año - Alumnos,5° año - Sobreedad,5° año - Permanencia,5° año - Aprobados,6° año - Alumnos,6° año - Sobreedad,6° año - Permanencia,6° año - Aprobados,Aprobados en PDL (%),Aprobados en Matemática (%)
62_L DE ZAMORA,EP N° 1356,407,61,0,0,61,71,3,4,67,63,1,4,59,68,6,0,68,80,9,2,78,64,1,6,58,85.55%,91.79%
62_L DE ZAMORA,EP N° 1423,101,18,0,0,18,16,0,0,16,20,0,0,20,16,0,1,15,17,0,1,16,14,2,0,14,89.93%,84.21%
62_L DE ZAMORA,EP N° 165,337,68,0,0,68,54,4,1,53,58,3,1,57,44,3,3,41,38,2,0,38,75,3,3,72,98.79%,97.02%
62_L DE ZAMORA,EP N° 223,255,41,0,0,41,38,3,1,37,45,2,1,44,40,2,1,39,45,1,1,44,46,1,0,46,92.38%,87.25%
62_L DE ZAMORA,EP N° 356,158,29,0,0,29,24,4,1,23,28,2,0,28,26,2,0,26,23,2,1,22,28,0,2,26,94.60%,84.50%
62_L DE ZAMORA,EP N° 156,225,43,0,0,43,40,3,1,39,36,3,3,33,39,1,1,38,35,1,2,33,32,2,1,31,89.27%,83.27%
62_L DE ZAMORA,EP N° 200,284,47,0,0,47,53,3,1,52,44,2,1,43,48,3,2,46,46,2,1,45,46,0,3,43,87.95%,84.10%
63_LUJAN,EP N° 359,193,31,0,0,31,32,2,0,32,35,1,1,34,30,2,0,30,30,2,1,29,35,1,1,34,97.20%,97.98%
63_LUJAN,EP N° 156,89,19,0,0,19,14,1,0,14,14,2,0,14,13,2,0,13,13,1,0,13,16,1,0,16,94.34%,80.23%
63_LUJAN,EP N° 209,395,65,0,0,65,75,4,1,74,65,3,2,63,43,2,4,39,77,2,2,75,70,3,2,68,97.06%,81.41%
63_LUJAN,EP N° 359,338,50,0,0,50,66,2,0,66,59,4,4,55,45,3,3,42,52,5,6,46,66,3,1,65,96.02%,81.01%
64_MAGDALENA,EP N° 446,294,54,0,0,54,39,2,2,37,61,4,2,59,43,3,0,43,54,5,2,52,43,4,1,42,90.67%,87.09%
64_MAGDALENA,EP N° 553,302,48,0,0,48,43,4,2,41,52,6,1,51,45,3,1,44,59,2,2,57,55,4,2,53,86.59%,92.97%
64_MAGDALENA,EP N° 678,295,53,0,0,53,48,5,0,48,51,1,2,49,35,0,0,35,57,6,2,55,51,4,1,50,85.02%,82.16%
64_MAGDALENA,EP N° 701,521,89,0,0,89,101,6,1,100,79,3,4,75,90,3,7,83,88,3,0,88,74,5,4,70,89.48%,92.06%
64_MAGDALENA,EP N° 823,321,59,0,0,59,48,2,0,48,49,5,1,48,52,2,1,51,63,8,2,61,50,5,2,48,87.20%,92.43%
65_MAIPU,EP N° 956,520,91,0,0,91,87,8,4,83,99,6,3,96,85,4,3,82,90,2,0,90,68,4,1,67,87.31%,92.40%
65_MAIPU,EP N° 1023,202,28,0,0,28,34,1,1,33,37,3,1,36,37,2,1,36,34,3,1,33,32,1,0,32,94.00%,92.47%
65_MAIPU,EP N° 1125,237,41,0,0,41,39,4,1,38,44,3,1,43,38,3,1,37,41,1,2,39,34,1,2,32,86.01%,95.86%
66_SALTO,EP N° 1285,398,71,0,0,71,54,6,2,52,80,4,1,79,60,9,3,57,56,1,0,56,77,5,3,74,92.52%,95.13%
66_SALTO,EP N° 1326,250,42,0,0,42,42,0,3,39,35,1,3,32,45,3,3,42,43,0,2,41,43,5,1,42,92.38%,82.54%
66_SALTO,EP N° 1423,167,28,0,0,28,25,3,0,25,26,2,0,26,28,2,0,28,35,1,2,33,25,1,1,24,87.22%,92.39%
66_SALTO,EP N° 199,231,35,0,0,35,45,2,3,42,36,4,0,36,37,2,2,35,42,3,1,41,36,0,2,34,92.05%,92.76%
67_MARCOS PAZ,EP N° 203,91,14,0,0,14,13,0,0,13,18,2,0,18,14,1,0,14,15,0,1,14,17,0,0,17,92.69%,83.95%
67_MARCOS PAZ,EP N° 336,481,74,0,0,74,75,1,1,74,74,9,1,73,90,4,0,90,87,3,0,87,81,3,2,79,88.55%,96.93%
67_MARCOS PAZ,EP N° 456,164,27,0,0,27,29,1,0,29,32,2,2,30,25,4,0,25,24,0,0,24,27,1,2,25,87.22%,88.20%
68_M CHIQUITA,EP N° 503,498,85,0,0,85,85,5,2,83,74,2,2,72,80,7,2,78,87,3,0,87,87,7,2,85,91.94%,87.58%
68_M CHIQUITA,EP N° 609,142,19,0,0,19,22,0,0,22,22,1,0,22,20,2,0,20,30,2,0,30,29,2,0,29,85.76%,88.23%
68_M CHIQUITA,EP N° 798,386,65,0,0,65,61,3,1,60,54,1,1,53,62,4,3,59,75,6,2,73,69,4,1,68,88.77%,94.46%
68_M CHIQUITA,EP N° 823,232,40,0,0,40,37,2,1,36,37,2,0,37,43,0,0,43,35,0,1,34,40,3,2,38,87.50%,81.43%
68_M CHIQUITA,EP N° 956,210,34,0,0,34,35,2,0,35,35,1,0,35,43,2,1,42,34,1,1,33,29,2,1,28,98.05%,85.02%
68_M CHIQUITA,EP N° 1003,230,36,0,0,36,39,4,1,38,43,1,0,43,41,4,1,40,38,2,0,38,33,1,0,33,90.88%,96.11%
69_MATANZA,EP N° 1123,125,21,0,0,21,21,2,1,20,21,0,0,21,18,1,1,17,22,2,0,22,22,2,0,22,88.84%,85.67%
69_MATANZA,EP N° 1256,329,51,0,0,51,50,2,1,49,60,1,4,56,61,4,1,60,48,4,0,48,59,5,1,58,93.91%,83.98%
69_MATANZA,EP N° 1356,443,73,0,0,73,86,5,5,81,63,4,3,60,64,2,1,63,78,7,1,77,79,4,3,76,88.44%,81.97%
69_MATANZA,EP N° 1423,279,47,0,0,47,48,2,3,45,48,7,1,47,47,0,2,45,42,3,0,42,47,5,0,47,86.78%,83.16%
69_MATANZA,EP N° 165,264,46,0,0,46,43,2,0,43,53,3,2,51,38,5,0,38,50,6,0,50,34,2,1,33,91.10%,87.47%
69_MATANZA,EP N° 223,266,45,0,0,45,46,4,1,45,47,2,1,46,49,2,0,49,39,3,1,38,40,5,2,38,85.73%,95.92%
69_MATANZA,EP N° 356,262,47,0,0,47,43,3,3,40,42,1,0,42,52,5,5,47,34,2,0,34,44,1,1,43,95.39%,93.87%
69_MATANZA,EP N° 156,382,54,0,0,54,70,8,3,67,57,4,1,56,65,2,2,63,78,2,3,75,58,2,0,58,86.78%,96.81%
69_MATANZA,EP N° 200,233,40,0,0,40,40,6,1,39,44,3,0,44,40,2,0,40,37,1,2,35,32,4,0,32,89.25%,96.58%
69_MATANZA,EP N° 359,400,64,0,0,64,67,4,3,64,70,5,2,68,79,4,3,76,69,3,1,68,51,1,2,49,91.11%,83.51%
69_MATANZA,EP N° 156,313,59,0,0,59,43,3,1,42,55,2,2,53,50,2,3,47,52,3,1,51,54,2,1,53,90.29%,85.70%
70_MERCEDES,EP N° 209,363,55,0,0,55,72,5,0,72,62,7,1,61,55,4,1,54,58,2,3,55,61,0,2,59,90.31%,89.12%
70_MERCEDES,EP N° 359,50,9,0,0,9,10,1,0,10,8,0,1,7,9,0,0,9,6,0,0,6,8,1,0,8,86.36%,89.86%
70_MERCEDES,EP N° 446,105,18,0,0,18,18,1,0,18,19,0,0,19,19,1,1,18,17,2,1,16,14,2,2,12,85.15%,91.21%
70_MERCEDES,EP N° 553,414,64,0,0,64,77,2,1,76,70,6,0,70,57,4,2,55,78,4,1,77,68,4,3,65,92.14%,87.60%
70_MERCEDES,EP N° 678,181,29,0,0,29,30,1,3,27,29,2,2,27,34,2,0,34,31,5,1,30,28,0,0,28,95.80%,95.15%
70_MERCEDES,EP N° 701,452,87,0,0,87,69,5,1,68,83,2,1,82,71,4,2,69,66,4,1,65,76,4,1,75,97.14%,93.44%
71_MERLO,EP N° 823,227,37,0,0,37,43,1,2,41,36,0,2,34,31,0,2,29,37,3,1,36,43,4,1,42,96.00%,88.32%
71_MERLO,EP N° 956,282,48,0,0,48,52,5,2,50,43,1,1,42,56,5,0,56,42,4,1,41,41,1,1,40,85.72%,82.85%
71_MERLO,EP N° 1023,148,24,0,0,24,25,1,0,25,29,1,2,27,25,2,0,25,24,1,1,23,21,1,0,21,87.39%,84.08%
71_MERLO,EP N° 1125,59,12,0,0,12,8,1,1,7,10,0,0,10,9,1,0,9,10,2,0,10,10,1,0,10,97.02%,97.22%
71_MERLO,EP N° 1285,381,70,0,0,70,64,4,2,62,53,0,1,52,63,4,1,62,67,3,2,65,64,2,0,64,95.86%,90.27%
71_MERLO,EP N° 1326,191,35,0,0,35,27,1,0,27,35,1,0,35,30,1,1,29,32,0,2,30,32,2,1,31,88.78%,83.72%
71_MERLO,EP N° 1423,285,39,0,0,39,54,2,2,52,50,1,2,48,46,3,0,46,42,5,0,42,54,4,1,53,98.40%,85.94%
71_MERLO,EP N° 199,342,57,0,0,57,68,3,0,68,41,1,0,41,52,5,2,50,60,1,2,58,64,0,1,63,97.99%,96.78%
71_MERLO,EP N° 203,289,53,0,0,53,52,1,1,51,44,4,0,44,44,2,3,41,48,1,1,47,48,2,1,47,88.93%,97.50%
71_MERLO,EP N° 336,297,50,0,0,50,53,2,2,51,58,4,2,56,47,6,3,44,49,3,3,46,40,1,1,39,92.52%,80.41%
71_MERLO,EP N° 456,114,21,0,0,21,17,1,1,16,21,1,0,21,18,0,1,17,20,1,1,19,17,2,1,16,90.57%,89.25%
71_MERLO,EP N° 503,222,41,0,0,41,32,4,0,32,35,2,1,34,43,0,1,42,32,3,2,30,39,2,1,38,97.87%,96.20%
71_MERLO,EP N° 609,279,41,0,0,41,49,2,1,48,45,4,0,45,46,3,0,46,48,2,2,46,50,5,1,49,91.49%,88.47%
71_MERLO,EP N° 798,348,55,0,0,55,64,6,0,64,52,3,3,49,53,3,1,52,62,4,2,60,62,6,1,61,91.32%,87.34%
72_MONTE,EP N° 823,202,28,0,0,28,36,3,2,34,36,6,0,36,32,1,3,29,37,0,1,36,33,1,2,31,88.97%,92.36%
72_MONTE,EP N° 956,143,25,0,0,25,23,1,1,22,22,2,0,22,28,3,0,28,28,1,0,28,17,1,0,17,95.06%,83.85%
72_MONTE,EP N° 1003,395,75,0,0,75,66,2,2,64,71,4,1,70,59,2,3,56,60,1,2,58,64,4,2,62,94.90%,83.19%
72_MONTE,EP N° 1123,340,55,0,0,55,49,1,1,48,59,2,2,57,51,0,3,48,60,2,2,58,66,3,0,66,88.12%,83.39%
72_MONTE,EP N° 1256,59,12,0,0,12,8,0,0,8,12,2,0,12,10,0,0,10,8,0,0,8,9,1,0,9,85.95%,93.02%
73_MORENO,EP N° 1356,208,36,0,0,36,29,3,2,27,40,2,2,38,32,1,2,30,37,1,1,36,34,2,0,34,89.98%,85.11%
73_MORENO,EP N° 1423,352,62,0,0,62,53,2,1,52,60,3,0,60,58,1,2,56,48,2,0,48,71,4,2,69,87.09%,81.87%
73_MORENO,EP N° 165,119,22,0,0,22,19,3,1,18,19,0,0,19,20,0,1,19,17,1,1,16,22,2,0,22,90.58%,83.06%
73_MORENO,EP N° 223,216,32,0,0,32,32,2,1,31,33,1,2,31,41,2,2,39,31,2,1,30,47,1,2,45,97.54%,81.04%
73_MORENO,EP N° 356,304,49,0,0,49,40,1,1,39,45,1,1,44,48,3,5,43,59,4,3,56,63,1,0,63,87.84%,87.24%
73_MORENO,EP N° 156,215,34,0,0,34,40,3,2,38,28,2,0,28,40,0,4,36,34,2,0,34,39,2,0,39,89.80%,87.39%
73_MORENO,EP N° 200,303,57,0,0,57,62,6,0,62,47,3,3,44,49,0,2,47,45,5,2,43,43,5,1,42,85.41%,92.42%
73_MORENO,EP N° 359,270,38,0,0,38,43,1,0,43,54,3,3,51,50,5,2,48,52,4,1,51,33,4,0,33,94.40%,80.08%
73_MORENO,EP N° 156,235,36,0,0,36,33,2,1,32,37,0,0,37,42,3,2,40,44,2,0,44,43,6,1,42,85.14%,82.52%
73_MORENO,EP N° 209,218,38,0,0,38,27,0,2,25,38,3,2,36,34,2,1,33,40,2,4,36,41,3,2,39,97.21%,83.88%
74_NAVARRO,EP N° 359,271,40,0,0,40,51,3,2,49,45,3,0,45,51,1,2,49,47,3,0,47,37,1,1,36,93.53%,91.58%
74_NAVARRO,EP N° 446,200,28,0,0,28,31,2,1,30,38,3,3,35,33,1,1,32,38,0,1,37,32,1,0,32,94.03%,95.33%
74_NAVARRO,EP N° 553,403,69,0,0,69,68,4,0,68,53,3,2,51,79,5,0,79,71,2,2,69,63,3,2,61,89.60%,92.97%
74_NAVARRO,EP N° 678,264,34,0,0,34,46,4,2,44,44,0,2,42,51,2,4,47,42,1,0,42,47,2,1,46,89.14%,89.27%
74_NAVARRO,EP N° 701,304,51,0,0,51,44,3,1,43,56,2,2,54,62,3,1,61,46,1,0,46,45,1,2,43,85.54%,91.86%
75_NECOCHEA,EP N° 823,247,46,0,0,46,40,2,1,39,30,2,0,30,44,8,1,43,49,2,3,46,38,2,2,36,86.50%,95.23%
75_NECOCHEA,EP N° 956,167,31,0,0,31,27,4,0,27,26,1,0,26,33,4,1,32,22,2,1,21,28,2,3,25,97.03%,84.11%
75_NECOCHEA,EP N° 1023,250,38,0,0,38,38,4,2,36,39,2,1,38,48,2,1,47,43,2,1,42,44,2,2,42,95.98%,93.74%
75_NECOCHEA,EP N° 1125,166,30,0,0,30,26,1,1,25,21,1,0,21,28,1,1,27,27,1,0,27,34,2,2,32,89.05%,81.55%
75_NECOCHEA,EP N° 1285,259,42,0,0,42,46,3,2,44,49,1,1,48,38,1,2,36,46,5,1,45,38,2,1,37,89.56%,88.56%
76_N DE JULIO,EP N° 1326,288,49,0,0,49,48,3,3,45,54,3,4,50,59,4,4,55,40,1,2,38,38,3,1,37,94.25%,85.81%
76_N DE JULIO,EP N° 1423,299,62,0,0,62,46,2,0,46,49,4,1,48,52,2,1,51,55,3,1,54,35,1,1,34,87.37%,82.27%
76_N DE JULIO,EP N° 199,292,52,0,0,52,42,5,1,41,58,5,1,57,47,2,1,46,50,2,3,47,43,1,2,41,92.88%,80.10%
76_N DE JULIO,EP N° 203,200,25,0,0,25,27,0,1,26,37,3,0,37,36,5,2,34,35,5,1,34,40,3,1,39,98.06%,81.37%
77_OLAVARRIA,EP N° 336,516,85,0,0,85,88,8,5,83,98,3,2,96,93,8,1,92,85,2,3,82,67,7,4,63,90.64%,96.03%
77_OLAVARRIA,EP N° 456,316,58,0,0,58,45,2,0,45,49,4,1,48,54,0,0,54,61,3,2,59,49,4,2,47,91.90%,96.47%
77_OLAVARRIA,EP N° 503,14,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,3,0,0,3,3,0,0,3,96.35%,80.81%
77_OLAVARRIA,EP N° 609,14,2,0,0,2,2,0,0,2,3,0,0,3,2,0,0,2,3,0,0,3,2,0,1,1,95.10%,81.59%
77_OLAVARRIA,EP N° 798,366,59,0,0,59,62,3,1,61,57,3,2,55,70,8,4,66,64,6,3,61,54,5,1,53,95.47%,82.50%
78_PATAGONES,EP N° 823,61,12,0,0,12,9,0,0,9,9,1,0,9,9,0,0,9,10,1,0,10,12,0,1,11,93.63%,87.72%
78_PATAGONES,EP N° 956,177,32,0,0,32,33,3,2,31,28,1,1,27,25,2,3,22,28,1,1,27,31,3,1,30,85.82%,97.97%
78_PATAGONES,EP N° 1003,505,90,0,0,90,89,6,4,85,81,7,1,80,76,2,3,73,81,7,3,78,88,5,4,84,90.87%,83.49%
79_PEHUAJO,EP N° 1123,258,35,0,0,35,53,5,2,51,46,4,0,46,45,3,1,44,44,4,1,43,35,2,2,33,97.77%,84.79%
79_PEHUAJO,EP N° 1256,410,87,0,0,87,54,6,6,48,75,4,0,75,61,0,2,59,65,5,1,64,68,4,1,67,87.34%,87.33%
79_PEHUAJO,EP N° 1356,275,40,0,0,40,50,1,2,48,41,3,0,41,45,3,1,44,49,3,1,48,50,3,1,49,98.29%,93.99%
79_PEHUAJO,EP N° 1423,364,66,0,0,66,57,3,3,54,57,4,1,56,64,3,1,63,54,0,2,52,66,2,0,66,88.33%,86.84%
79_PEHUAJO,EP N° 165,186,32,0,0,32,28,1,1,27,28,0,0,28,31,1,2,29,35,3,0,35,32,3,3,29,97.96%,96.37%
79_PEHUAJO,EP N° 223,449,58,0,0,58,81,5,3,78,77,8,4,73,82,10,4,78,74,2,1,73,77,5,4,73,97.59%,91.23%
79_PEHUAJO,EP N° 356,221,36,0,0,36,37,2,0,37,40,3,1,39,26,4,0,26,39,2,2,37,43,2,1,42,86.24%,90.96%
80_PELLEGRINI,EP N° 156,261,42,0,0,42,44,3,1,43,48,3,0,48,44,2,2,42,33,1,1,32,50,6,2,48,86.05%,88.29%
80_PELLEGRINI,EP N° 200,353,62,0,0,62,54,4,2,52,49,0,2,47,61,3,2,59,57,3,0,57,70,2,5,65,95.27%,91.47%
80_PELLEGRINI,EP N° 359,273,50,0,0,50,47,1,1,46,48,4,0,48,54,4,2,52,36,2,2,34,38,2,2,36,90.63%,81.84%
80_PELLEGRINI,EP N° 156,83,12,0,0,12,16,0,0,16,16,0,0,16,14,0,1,13,12,1,0,12,13,0,0,13,91.97%,86.18%
81_PERGAMINO,EP N° 209,444,69,0,0,69,62,0,3,59,85,7,2,83,81,3,3,78,65,6,0,65,82,10,4,78,94.63%,96.90%
81_PERGAMINO,EP N° 359,176,31,0,0,31,26,1,1,25,28,1,0,28,32,0,1,31,29,0,1,28,30,1,0,30,98.11%,80.33%
81_PERGAMINO,EP N° 446,173,29,0,0,29,30,2,1,29,27,1,1,26,29,3,1,28,26,1,0,26,32,1,0,32,92.27%,90.13%
81_PERGAMINO,EP N° 553,424,72,0,0,72,54,2,0,54,71,3,3,68,75,4,3,72,73,4,1,72,79,8,0,79,92.10%,85.92%
81_PERGAMINO,EP N° 678,51,8,0,0,8,9,0,1,8,6,0,0,6,11,0,1,10,8,0,1,7,9,0,0,9,88.23%,93.38%
81_PERGAMINO,EP N° 701,428,74,0,0,74,67,5,3,64,78,4,1,77,72,3,2,70,72,3,4,68,65,4,2,63,88.01%,84.89%
81_PERGAMINO,EP N° 823,188,32,0,0,32,28,3,1,27,34,1,3,31,34,3,0,34,30,0,1,29,30,2,2,28,95.45%,90.88%
82_PILA,EP N° 956,385,54,0,0,54,69,3,3,66,72,6,1,71,59,3,3,56,63,2,1,62,68,7,1,67,98.59%,97.05%
82_PILA,EP N° 1023,113,18,0,0,18,19,1,1,18,17,0,0,17,21,2,0,21,19,1,1,18,19,1,0,19,94.74%,96.88%
82_PILA,EP N° 1125,476,78,0,0,78,72,3,2,70,76,1,1,75,100,10,3,97,80,4,5,75,70,2,3,67,92.84%,94.21%
82_PILA,EP N° 1285,336,61,0,0,61,66,9,2,64,62,7,2,60,52,3,1,51,47,3,2,45,48,4,0,48,91.92%,94.25%
83_PILAR,EP N° 1326,595,76,0,0,76,105,6,5,100,110,4,9,101,93,7,4,89,102,9,8,94,109,4,3,106,96.87%,86.62%
83_PILAR,EP N° 1423,150,25,0,0,25,32,2,3,29,25,3,1,24,23,0,1,22,22,2,1,21,23,3,1,22,94.70%,80.09%
83_PILAR,EP N° 199,106,18,0,0,18,19,0,0,19,14,1,0,14,18,2,0,18,17,1,0,17,20,0,1,19,97.48%,94.47%
83_PILAR,EP N° 203,248,39,0,0,39,37,3,0,37,45,4,0,45,46,4,2,44,41,1,1,40,40,5,1,39,96.83%,80.00%
83_PILAR,EP N° 336,329,56,0,0,56,59,3,4,55,52,1,1,51,57,2,3,54,54,4,2,52,51,3,7,44,96.69%,96.08%
83_PILAR,EP N° 456,270,43,0,0,43,45,2,2,43,49,6,0,49,50,0,2,48,41,2,0,41,42,2,1,41,92.17%,92.11%
83_PILAR,EP N° 503,100,15,0,0,15,16,1,1,15,14,1,0,14,20,1,1,19,20,1,1,19,15,1,0,15,85.93%,97.57%
83_PILAR,EP N° 609,310,43,0,0,43,50,3,3,47,52,2,2,50,54,2,3,51,53,2,1,52,58,1,3,55,91.31%,85.85%
83_PILAR,EP N° 798,423,70,0,0,70,60,3,1,59,67,2,2,65,81,1,3,78,71,6,3,68,74,8,1,73,92.04%,80.25%
83_PILAR,EP N° 823,333,55,0,0,55,53,2,0,53,52,6,3,49,60,4,2,58,48,5,1,47,65,4,0,65,97.91%,82.53%
84_PUAN,EP N° 956,328,42,0,0,42,55,2,0,55,60,5,5,55,50,5,1,49,60,4,2,58,61,4,1,60,88.61%,80.68%
84_PUAN,EP N° 1003,240,33,0,0,33,42,1,2,40,45,3,3,42,43,5,2,41,33,5,0,33,44,1,1,43,85.80%,97.61%
84_PUAN,EP N° 1123,468,91,0,0,91,72,1,2,70,91,7,2,89,66,2,1,65,79,4,4,75,69,4,3,66,88.38%,83.03%
84_PUAN,EP N° 1256,420,68,0,0,68,70,9,1,69,59,2,2,57,73,3,1,72,67,2,1,66,83,2,3,80,86.32%,93.58%
84_PUAN,EP N° 1356,339,55,0,0,55,59,4,2,57,51,8,1,50,47,0,0,47,65,2,2,63,62,1,2,60,97.94%,87.16%
84_PUAN,EP N° 1423,556,100,0,0,100,92,7,3,89,83,8,1,82,97,4,1,96,83,3,1,82,101,9,5,96,92.75%,91.09%
85_QUILMES,EP N° 165,14,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,3,0,0,3,3,0,0,3,90.43%,86.77%
85_QUILMES,EP N° 223,388,60,0,0,60,77,7,4,73,59,4,1,58,59,0,3,56,67,2,1,66,66,4,1,65,89.28%,85.79%
85_QUILMES,EP N° 356,209,34,0,0,34,34,0,1,33,39,6,1,38,37,4,2,35,32,2,0,32,33,2,1,32,98.51%,84.69%
85_QUILMES,EP N° 156,279,47,0,0,47,44,3,2,42,43,2,1,42,42,4,1,41,49,4,1,48,54,5,1,53,92.65%,83.85%
85_QUILMES,EP N° 200,32,5,0,0,5,6,2,0,6,5,0,0,5,5,1,0,5,5,0,0,5,6,0,1,5,96.52%,80.76%
85_QUILMES,EP N° 359,373,49,0,0,49,63,3,2,61,59,8,0,59,52,6,1,51,78,4,2,76,72,4,2,70,97.96%,94.92%
85_QUILMES,EP N° 156,166,27,0,0,27,24,1,0,24,29,1,1,28,29,3,0,29,27,0,2,25,30,4,0,30,97.72%,85.57%
85_QUILMES,EP N° 209,159,27,0,0,27,32,2,0,32,24,1,0,24,28,4,0,28,24,1,0,24,24,1,2,22,94.97%,90.44%
85_QUILMES,EP N° 359,298,47,0,0,47,53,2,1,52,47,2,3,44,52,1,2,50,44,5,1,43,55,3,1,54,93.10%,92.41%
85_QUILMES,EP N° 446,263,40,0,0,40,44,4,1,43,46,5,3,43,40,5,2,38,42,3,1,41,51,2,3,48,92.05%,88.37%
85_QUILMES,EP N° 553,262,45,0,0,45,45,4,2,43,37,3,2,35,48,5,0,48,42,1,4,38,45,3,1,44,85.72%,93.42%
85_QUILMES,EP N° 678,386,82,0,0,82,65,4,2,63,60,2,1,59,58,7,0,58,69,5,1,68,52,4,2,50,88.32%,85.20%
86_RAMALLO,EP N° 701,209,36,0,0,36,41,1,1,40,26,2,0,26,37,1,2,35,36,0,2,34,33,4,0,33,89.02%,89.01%
86_RAMALLO,EP N° 823,515,67,0,0,67,82,6,3,79,98,5,4,94,78,4,7,71,87,4,2,85,103,2,3,100,92.07%,89.45%
86_RAMALLO,EP N° 956,192,32,0,0,32,28,3,1,27,32,2,2,30,35,3,1,34,38,1,0,38,27,1,1,26,95.77%,84.41%
86_RAMALLO,EP N° 1023,244,34,0,0,34,47,2,0,47,39,3,0,39,40,2,1,39,37,3,1,36,47,2,1,46,94.98%,84.92%
86_RAMALLO,EP N° 1125,290,42,0,0,42,45,3,1,44,37,3,1,36,54,3,2,52,55,5,1,54,57,4,0,57,97.49%,80.55%
87_RAUCH,EP N° 1285,220,39,0,0,39,39,5,0,39,29,1,0,29,44,3,1,43,37,3,2,35,32,4,1,31,98.34%,95.58%
87_RAUCH,EP N° 1326,158,27,0,0,27,22,1,1,21,24,2,1,23,28,0,1,27,28,3,1,27,29,2,2,27,89.16%,86.38%
87_RAUCH,EP N° 1423,366,61,0,0,61,58,3,5,53,78,5,2,76,50,1,3,47,57,5,2,55,62,3,1,61,97.04%,92.60%
87_RAUCH,EP N° 199,530,99,0,0,99,88,3,1,87,79,5,5,74,74,5,4,70,84,6,4,80,106,4,2,104,90.45%,89.20%
87_RAUCH,EP N° 203,292,48,0,0,48,48,2,1,47,54,7,2,52,51,5,1,50,50,3,2,48,41,1,1,40,90.10%,97.27%
87_RAUCH,EP N° 336,488,73,0,0,73,69,4,4,65,85,5,5,80,79,4,5,74,87,5,3,84,95,5,0,95,97.35%,88.00%
87_RAUCH,EP N° 456,64,9,0,0,9,11,0,0,11,10,2,0,10,11,0,0,11,11,0,0,11,12,1,2,10,88.46%,93.17%
88_RIVADAVIA,EP N° 503,56,9,0,0,9,9,1,0,9,9,1,0,9,10,2,0,10,10,1,0,10,9,0,2,7,86.35%,90.61%
88_RIVADAVIA,EP N° 609,111,20,0,0,20,24,2,0,24,14,2,1,13,20,4,0,20,16,0,0,16,17,1,0,17,92.13%,95.98%
88_RIVADAVIA,EP N° 798,165,33,0,0,33,25,0,1,24,20,1,1,19,30,1,0,30,32,3,1,31,25,0,1,24,88.21%,89.48%
88_RIVADAVIA,EP N° 823,200,43,0,0,43,28,3,2,26,32,2,1,31,33,2,1,32,35,1,2,33,29,1,1,28,85.67%,87.34%
89_ROJAS,EP N° 956,169,28,0,0,28,27,2,0,27,29,2,1,28,31,1,0,31,25,1,0,25,29,3,0,29,98.43%,89.04%
89_ROJAS,EP N° 1003,169,29,0,0,29,30,2,0,30,25,2,0,25,33,3,0,33,27,1,0,27,25,2,0,25,89.92%,95.07%
89_ROJAS,EP N° 1123,172,23,0,0,23,29,2,1,28,32,0,2,30,30,3,1,29,33,1,1,32,25,4,0,25,94.76%,89.11%
89_ROJAS,EP N° 1256,272,45,0,0,45,51,2,0,51,37,2,3,34,40,3,3,37,43,4,1,42,56,5,1,55,86.80%,95.40%
89_ROJAS,EP N° 1356,363,65,0,0,65,45,3,2,43,64,3,2,62,58,5,2,56,67,7,1,66,64,1,5,59,85.54%,93.56%
90_R PEREZ,EP N° 1423,140,18,0,0,18,27,0,1,26,20,3,0,20,27,1,1,26,23,1,1,22,25,1,1,24,85.78%,85.12%
90_R PEREZ,EP N° 165,222,41,0,0,41,32,0,0,32,38,1,0,38,48,4,2,46,38,3,1,37,25,3,0,25,85.08%,91.72%
90_R PEREZ,EP N° 223,173,30,0,0,30,29,3,0,29,29,2,0,29,26,2,1,25,27,3,0,27,32,2,2,30,97.09%,86.69%
91_SAAVEDRA,EP N° 356,350,53,0,0,53,48,5,0,48,55,0,0,55,68,3,1,67,65,3,2,63,61,2,0,61,97.25%,95.46%
91_SAAVEDRA,EP N° 156,187,39,0,0,39,29,2,2,27,33,2,0,33,25,3,0,25,33,2,0,33,28,1,2,26,88.45%,92.03%
91_SAAVEDRA,EP N° 200,237,45,0,0,45,38,2,1,37,38,3,1,37,36,1,0,36,41,0,0,41,39,3,1,38,96.89%,88.64%
91_SAAVEDRA,EP N° 359,368,58,0,0,58,67,7,3,64,64,4,0,64,49,3,1,48,67,5,1,66,63,4,2,61,98.44%,84.57%
92_SALADILLO,EP N° 156,354,57,0,0,57,59,4,0,59,55,6,1,54,71,2,2,69,46,4,0,46,66,6,4,62,93.52%,84.58%
92_SALADILLO,EP N° 209,220,41,0,0,41,36,4,2,34,39,0,1,38,30,1,0,30,38,6,1,37,36,2,3,33,87.34%,92.92%
